date,tickers
2013-12-31,"A,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AKAM,ALL,ALLE,AMAT,AME,AMGN,AMP,AMT,AMZN,AON,APA,APD,APH,APTV,AVB,AVY,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF-B,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,BXP,C,CAG,CAH,CAT,CB,CBRE,CCI,CCL,CF,CHRW,CI,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS,CNP,COF,COP,COR,COST,CPAY,CPB,CRH,CRM,CSCO,CSRA,CSX,CTAS,CTRA,CTSH,CVS,CVX,D,DAL,DE,DG,DGX,DHI,DHR,DIS,DLTR,DOC,DOV,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EMR,EOG,EQR,ES,ETN,ETR,EW,EXC,EXPD,EXPE,F,FAST,FCX,FDX,FE,FFIV,FIS,FISV,FITB,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GOOG,GPC,GRMN,GS,GWW,HAL,HAS,HBAN,HD,HIG,HON,HPQ,HRL,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IQV,IRM,ISRG,ITW,IVZ,J,JCI,JNJ,JPM,KEY,KIM,KKR,KLAC,KMB,KMI,KO,KR,L,LEN,LH,LHX,LIN,LLY,LMT,LOW,LRCX,LUV,LYB,MA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MKC,MMM,MNST,MO,MOS,MPC,MRK,MRSH,MS,MSCI,MSFT,MSI,MTB,MU,NDAQ,NEE,NEM,NFLX,NI,NKE,NOC,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWSA,NXP,OKE,OMC,ORCL,ORLY,OXY,PAYX,PCAR,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRU,PSA,PSKY,PSX,PTC,PWR,QCOM,REGN,RF,RL,ROK,ROP,ROST,RSG,RTX,RVTY,SBUX,SCHW,SHW,SJM,SLB,SNA,SO,SPG,SPGI,SRE,STT,STX,STZ,SW,SWK,SYK,SYY,T,TAP,TEL,TFC,TGT,TJX,TMO,TPR,TROW,TRV,TSCO,TSN,TT,TXN,TXT,UDR,UNH,UNP,UPS,USB,V,VLO,VMC,VRSN,VRTX,VTR,VTRS,VZ,WAT,WDC,WEC,WELL,WFC,WM,WMB,WMT,WTW,WY,WYNN,XEL,XOM,XYL,YUM,ZBH,ZTS"
2014-01-31,"A,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AKAM,ALL,ALLE,AMAT,AME,AMGN,AMP,AMT,AMZN,AON,APA,APD,APH,APTV,AVB,AVY,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF-B,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,BXP,C,CAG,CAH,CAT,CB,CBRE,CCI,CCL,CF,CHRW,CI,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS,CNP,COF,COP,COR,COST,CPAY,CPB,CRH,CRM,CSCO,CSRA,CSX,CTAS,CTRA,CTSH,CVS,CVX,D,DAL,DE,DG,DGX,DHI,DHR,DIS,DLTR,DOC,DOV,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EMR,EOG,EQR,ES,ETN,ETR,EW,EXC,EXPD,EXPE,F,FAST,FCX,FDX,FE,FFIV,FIS,FISV,FITB,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GOOG,GPC,GRMN,GS,GWW,HAL,HAS,HBAN,HD,HIG,HON,HPQ,HRL,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IQV,IRM,ISRG,ITW,IVZ,J,JCI,JNJ,JPM,KEY,KIM,KKR,KLAC,KMB,KMI,KO,KR,L,LEN,LH,LHX,LIN,LLY,LMT,LOW,LRCX,LUV,LYB,MA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MKC,MMM,MNST,MO,MOS,MPC,MRK,MRSH,MS,MSCI,MSFT,MSI,MTB,MU,NDAQ,NEE,NEM,NFLX,NI,NKE,NOC,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWSA,NXP,OKE,OMC,ORCL,ORLY,OXY,PAYX,PCAR,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRU,PSA,PSKY,PSX,PTC,PWR,QCOM,REGN,RF,RL,ROK,ROP,ROST,RSG,RTX,RVTY,SBUX,SCHW,SHW,SJM,SLB,SNA,SO,SPG,SPGI,SRE,STT,STX,STZ,SW,SWK,SYK,SYY,T,TAP,TEL,TFC,TGT,TJX,TMO,TPR,TROW,TRV,TSCO,TSN,TT,TXN,TXT,UDR,UNH,UNP,UPS,USB,V,VLO,VMC,VRSN,VRTX,VTR,VTRS,VZ,WAT,WDC,WEC,WELL,WFC,WM,WMB,WMT,WTW,WY,WYNN,XEL,XOM,XYL,YUM,ZBH,ZTS"
2014-02-28,"A,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AKAM,ALL,ALLE,AMAT,AME,AMGN,AMP,AMT,AMZN,AON,APA,APD,APH,APTV,AVB,AVY,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF-B,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,BXP,C,CAG,CAH,CAT,CB,CBRE,CCI,CCL,CF,CHRW,CI,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS,CNP,COF,COP,COR,COST,CPAY,CPB,CRH,CRM,CSCO,CSRA,CSX,CTAS,CTRA,CTSH,CVS,CVX,D,DAL,DE,DG,DGX,DHI,DHR,DIS,DLTR,DOC,DOV,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EMR,EOG,EQR,ES,ETN,ETR,EW,EXC,EXPD,EXPE,F,FAST,FCX,FDX,FE,FFIV,FIS,FISV,FITB,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GOOG,GPC,GRMN,GS,GWW,HAL,HAS,HBAN,HD,HIG,HON,HPQ,HRL,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IQV,IRM,ISRG,ITW,IVZ,J,JCI,JNJ,JPM,KEY,KIM,KKR,KLAC,KMB,KMI,KO,KR,L,LEN,LH,LHX,LIN,LLY,LMT,LOW,LRCX,LUV,LYB,MA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MKC,MMM,MNST,MO,MOS,MPC,MRK,MRSH,MS,MSCI,MSFT,MSI,MTB,MU,NDAQ,NEE,NEM,NFLX,NI,NKE,NOC,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWSA,NXP,OKE,OMC,ORCL,ORLY,OXY,PAYX,PCAR,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRU,PSA,PSKY,PSX,PTC,PWR,QCOM,REGN,RF,RL,ROK,ROP,ROST,RSG,RTX,RVTY,SBUX,SCHW,SHW,SJM,SLB,SNA,SO,SPG,SPGI,SRE,STT,STX,STZ,SW,SWK,SYK,SYY,T,TAP,TEL,TFC,TGT,TJX,TMO,TPR,TROW,TRV,TSCO,TSN,TT,TXN,TXT,UDR,UNH,UNP,UPS,USB,V,VLO,VMC,VRSN,VRTX,VTR,VTRS,VZ,WAT,WDC,WEC,WELL,WFC,WM,WMB,WMT,WTW,WY,WYNN,XEL,XOM,XYL,YUM,ZBH,ZTS"
2014-03-31,"A,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AKAM,ALL,ALLE,AMAT,AME,AMGN,AMP,AMT,AMZN,AON,APA,APD,APH,APTV,AVB,AVY,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF-B,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,BXP,C,CAG,CAH,CAT,CB,CBRE,CCI,CCL,CF,CHRW,CI,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS,CNP,COF,COP,COR,COST,CPAY,CPB,CRH,CRM,CSCO,CSRA,CSX,CTAS,CTRA,CTSH,CVS,CVX,D,DAL,DE,DG,DGX,DHI,DHR,DIS,DLTR,DOC,DOV,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EMR,EOG,EQR,ES,ESS,ETN,ETR,EW,EXC,EXPD,EXPE,F,FAST,FCX,FDX,FE,FFIV,FIS,FISV,FITB,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GOOG,GOOGL,GPC,GRMN,GS,GWW,HAL,HAS,HBAN,HD,HIG,HON,HPQ,HRL,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IQV,IRM,ISRG,ITW,IVZ,J,JCI,JNJ,JPM,KEY,KIM,KKR,KLAC,KMB,KMI,KO,KR,L,LEN,LH,LHX,LIN,LLY,LMT,LOW,LRCX,LUV,LYB,MA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MKC,MMM,MNST,MO,MOS,MPC,MRK,MRSH,MS,MSCI,MSFT,MSI,MTB,MU,NDAQ,NEE,NEM,NFLX,NI,NKE,NOC,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWSA,NXP,OKE,OMC,ORCL,ORLY,OXY,PAYX,PCAR,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRU,PSA,PSKY,PSX,PTC,PWR,QCOM,REGN,RF,RL,ROK,ROP,ROST,RSG,RTX,RVTY,SBUX,SCHW,SHW,SJM,SLB,SNA,SO,SPG,SPGI,SRE,STT,STX,STZ,SW,SWK,SYK,SYY,T,TAP,TEL,TFC,TGT,TJX,TMO,TPR,TROW,TRV,TSCO,TSN,TT,TXN,TXT,UDR,UNH,UNP,UPS,USB,V,VLO,VMC,VRSN,VRTX,VTR,VTRS,VZ,WAT,WDC,WEC,WELL,WFC,WM,WMB,WMT,WTW,WY,WYNN,XEL,XOM,XYL,YUM,ZBH,ZTS"
2014-04-30,"A,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AKAM,ALL,ALLE,AMAT,AME,AMGN,AMP,AMT,AMZN,AON,APA,APD,APH,APTV,AVB,AVGO,AVY,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF-B,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,BXP,C,CAG,CAH,CAT,CB,CBRE,CCI,CCL,CF,CHRW,CI,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS,CNP,COF,COP,COR,COST,CPAY,CPB,CRH,CRM,CSCO,CSRA,CSX,CTAS,CTRA,CTSH,CVS,CVX,D,DAL,DE,DG,DGX,DHI,DHR,DIS,DLTR,DOC,DOV,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EMR,EOG,EQR,ES,ESS,ETN,ETR,EW,EXC,EXPD,EXPE,F,FAST,FCX,FDX,FE,FFIV,FIS,FISV,FITB,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GOOG,GOOGL,GPC,GRMN,GS,GWW,HAL,HAS,HBAN,HD,HIG,HON,HPQ,HRL,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IQV,IRM,ISRG,ITW,IVZ,J,JCI,JNJ,JPM,KEY,KIM,KKR,KLAC,KMB,KMI,KO,KR,L,LEN,LH,LHX,LIN,LLY,LMT,LOW,LRCX,LUV,LYB,MA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MKC,MMM,MNST,MO,MOS,MPC,MRK,MRSH,MS,MSCI,MSFT,MSI,MTB,MU,NDAQ,NEE,NEM,NFLX,NI,NKE,NOC,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWSA,NXP,OKE,OMC,ORCL,ORLY,OXY,PAYX,PCAR,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRU,PSA,PSKY,PSX,PTC,PWR,QCOM,REGN,RF,RL,ROK,ROP,ROST,RSG,RTX,RVTY,SBUX,SCHW,SHW,SJM,SLB,SNA,SO,SPG,SPGI,SRE,STT,STX,STZ,SW,SWK,SYK,SYY,T,TAP,TEL,TFC,TGT,TJX,TMO,TPR,TROW,TRV,TSCO,TSN,TT,TXN,TXT,UDR,UNH,UNP,UPS,USB,V,VLO,VMC,VRSN,VRTX,VTR,VTRS,VZ,WAT,WDC,WEC,WELL,WFC,WM,WMB,WMT,WTW,WY,WYNN,XEL,XOM,XYL,YUM,ZBH,ZTS"
2014-05-31,"A,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AKAM,ALL,ALLE,AMAT,AME,AMGN,AMP,AMT,AMZN,AON,APA,APD,APH,APTV,AVB,AVGO,AVY,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF-B,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,BXP,C,CAG,CAH,CAT,CB,CBRE,CCI,CCL,CF,CHRW,CI,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS,CNP,COF,COP,COR,COST,CPAY,CPB,CRH,CRM,CSCO,CSRA,CSX,CTAS,CTRA,CTSH,CVS,CVX,D,DAL,DE,DG,DGX,DHI,DHR,DIS,DLTR,DOC,DOV,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EMR,EOG,EQR,ES,ESS,ETN,ETR,EW,EXC,EXPD,EXPE,F,FAST,FCX,FDX,FE,FFIV,FIS,FISV,FITB,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GOOG,GOOGL,GPC,GRMN,GS,GWW,HAL,HAS,HBAN,HD,HIG,HON,HPQ,HRL,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IQV,IRM,ISRG,ITW,IVZ,J,JCI,JNJ,JPM,KEY,KIM,KKR,KLAC,KMB,KMI,KO,KR,L,LEN,LH,LHX,LIN,LLY,LMT,LOW,LRCX,LUV,LYB,MA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MKC,MMM,MNST,MO,MOS,MPC,MRK,MRSH,MS,MSCI,MSFT,MSI,MTB,MU,NDAQ,NEE,NEM,NFLX,NI,NKE,NOC,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWSA,NXP,OKE,OMC,ORCL,ORLY,OXY,PAYX,PCAR,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRU,PSA,PSKY,PSX,PTC,PWR,QCOM,REGN,RF,RL,ROK,ROP,ROST,RSG,RTX,RVTY,SBUX,SCHW,SHW,SJM,SLB,SNA,SO,SPG,SPGI,SRE,STT,STX,STZ,SW,SWK,SYK,SYY,T,TAP,TEL,TFC,TGT,TJX,TMO,TPR,TROW,TRV,TSCO,TSN,TT,TXN,TXT,UDR,UNH,UNP,UPS,USB,V,VLO,VMC,VRSN,VRTX,VTR,VTRS,VZ,WAT,WDC,WEC,WELL,WFC,WM,WMB,WMT,WTW,WY,WYNN,XEL,XOM,XYL,YUM,ZBH,ZTS"
2014-06-30,"A,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AKAM,ALL,ALLE,AMAT,AME,AMGN,AMP,AMT,AMZN,AON,APA,APD,APH,APTV,AVB,AVGO,AVY,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF-B,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,BXP,C,CAG,CAH,CAT,CB,CBRE,CCI,CCL,CF,CHRW,CI,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS,CNP,COF,COP,COR,COST,CPAY,CPB,CRH,CRM,CSCO,CSRA,CSX,CTAS,CTRA,CTSH,CVS,CVX,D,DAL,DE,DG,DGX,DHI,DHR,DIS,DLTR,DOC,DOV,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EMR,EOG,EQR,ES,ESS,ETN,ETR,EW,EXC,EXPD,EXPE,F,FAST,FCX,FDX,FE,FFIV,FIS,FISV,FITB,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GOOG,GOOGL,GPC,GRMN,GS,GWW,HAL,HAS,HBAN,HD,HIG,HON,HPQ,HRL,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IQV,IRM,ISRG,ITW,IVZ,J,JCI,JNJ,JPM,KEY,KIM,KKR,KLAC,KMB,KMI,KO,KR,L,LEN,LH,LHX,LIN,LLY,LMT,LOW,LRCX,LUV,LYB,MA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MKC,MLM,MMM,MNST,MO,MOS,MPC,MRK,MRSH,MS,MSCI,MSFT,MSI,MTB,MU,NDAQ,NEE,NEM,NFLX,NI,NKE,NOC,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWSA,NXP,OKE,OMC,ORCL,ORLY,OXY,PAYX,PCAR,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRU,PSA,PSKY,PSX,PTC,PWR,QCOM,REGN,RF,RL,ROK,ROP,ROST,RSG,RTX,RVTY,SBUX,SCHW,SHW,SJM,SLB,SNA,SO,SPG,SPGI,SRE,STT,STX,STZ,SW,SWK,SYK,SYY,T,TAP,TEL,TFC,TGT,TJX,TMO,TPR,TROW,TRV,TSCO,TSN,TT,TXN,TXT,UDR,UNH,UNP,UPS,USB,V,VLO,VMC,VRSN,VRTX,VTR,VTRS,VZ,WAT,WDC,WEC,WELL,WFC,WM,WMB,WMT,WTW,WY,WYNN,XEL,XOM,XYL,YUM,ZBH,ZTS"
2014-07-31,"A,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AKAM,ALL,ALLE,AMAT,AME,AMGN,AMP,AMT,AMZN,AON,APA,APD,APH,APTV,AVB,AVGO,AVY,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF-B,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,BXP,C,CAG,CAH,CAT,CB,CBRE,CCI,CCL,CF,CHRW,CI,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS,CNP,COF,COP,COR,COST,CPAY,CPB,CRH,CRM,CSCO,CSRA,CSX,CTAS,CTRA,CTSH,CVS,CVX,D,DAL,DE,DG,DGX,DHI,DHR,DIS,DLTR,DOC,DOV,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EMR,EOG,EQR,ES,ESS,ETN,ETR,EW,EXC,EXPD,EXPE,F,FAST,FCX,FDX,FE,FFIV,FIS,FISV,FITB,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GOOG,GOOGL,GPC,GRMN,GS,GWW,HAL,HAS,HBAN,HD,HIG,HON,HPQ,HRL,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IQV,IRM,ISRG,ITW,IVZ,J,JCI,JNJ,JPM,KEY,KIM,KKR,KLAC,KMB,KMI,KO,KR,L,LEN,LH,LHX,LIN,LLY,LMT,LOW,LRCX,LUV,LYB,MA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MKC,MLM,MMM,MNST,MO,MOS,MPC,MRK,MRSH,MS,MSCI,MSFT,MSI,MTB,MU,NDAQ,NEE,NEM,NFLX,NI,NKE,NOC,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWSA,NXP,OKE,OMC,ORCL,ORLY,OXY,PAYX,PCAR,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRU,PSA,PSKY,PSX,PTC,PWR,QCOM,REGN,RF,RL,ROK,ROP,ROST,RSG,RTX,RVTY,SBUX,SCHW,SHW,SJM,SLB,SNA,SO,SPG,SPGI,SRE,STT,STX,STZ,SW,SWK,SYK,SYY,T,TAP,TEL,TFC,TGT,TJX,TMO,TPR,TROW,TRV,TSCO,TSN,TT,TXN,TXT,UDR,UNH,UNP,UPS,USB,V,VLO,VMC,VRSN,VRTX,VTR,VTRS,VZ,WAT,WDC,WEC,WELL,WFC,WM,WMB,WMT,WTW,WY,WYNN,XEL,XOM,XYL,YUM,ZBH,ZTS"
2014-08-31,"A,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AKAM,ALL,ALLE,AMAT,AME,AMGN,AMP,AMT,AMZN,AON,APA,APD,APH,APTV,AVB,AVGO,AVY,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF-B,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,BXP,C,CAG,CAH,CAT,CB,CBRE,CCI,CCL,CF,CHRW,CI,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS,CNP,COF,COP,COR,COST,CPAY,CPB,CRH,CRM,CSCO,CSRA,CSX,CTAS,CTRA,CTSH,CVS,CVX,D,DAL,DE,DG,DGX,DHI,DHR,DIS,DLTR,DOC,DOV,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EMR,EOG,EQR,ES,ESS,ETN,ETR,EW,EXC,EXPD,EXPE,F,FAST,FCX,FDX,FE,FFIV,FIS,FISV,FITB,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GOOG,GOOGL,GPC,GRMN,GS,GWW,HAL,HAS,HBAN,HD,HIG,HON,HPQ,HRL,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IQV,IRM,ISRG,ITW,IVZ,J,JCI,JNJ,JPM,KEY,KIM,KKR,KLAC,KMB,KMI,KO,KR,L,LEN,LH,LHX,LIN,LLY,LMT,LOW,LRCX,LUV,LYB,MA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MKC,MLM,MMM,MNST,MO,MOS,MPC,MRK,MRSH,MS,MSCI,MSFT,MSI,MTB,MU,NDAQ,NEE,NEM,NFLX,NI,NKE,NOC,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWSA,NXP,OKE,OMC,ORCL,ORLY,OXY,PAYX,PCAR,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRU,PSA,PSKY,PSX,PTC,PWR,QCOM,REGN,RF,RL,ROK,ROP,ROST,RSG,RTX,RVTY,SBUX,SCHW,SHW,SJM,SLB,SNA,SO,SPG,SPGI,SRE,STT,STX,STZ,SW,SWK,SYK,SYY,T,TAP,TEL,TFC,TGT,TJX,TMO,TPR,TROW,TRV,TSCO,TSN,TT,TXN,TXT,UDR,UHS,UNH,UNP,UPS,URI,USB,V,VLO,VMC,VRSN,VRTX,VTR,VTRS,VZ,WAT,WDC,WEC,WELL,WFC,WM,WMB,WMT,WTW,WY,WYNN,XEL,XOM,XYL,YUM,ZBH,ZTS"
2014-09-30,"A,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AKAM,ALL,ALLE,AMAT,AME,AMGN,AMP,AMT,AMZN,AON,APA,APD,APH,APTV,AVB,AVGO,AVY,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF-B,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,BXP,C,CAG,CAH,CAT,CB,CBRE,CCI,CCL,CF,CHRW,CI,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS,CNP,COF,COP,COR,COST,CPAY,CPB,CRH,CRM,CSCO,CSRA,CSX,CTAS,CTRA,CTSH,CVS,CVX,D,DAL,DE,DG,DGX,DHI,DHR,DIS,DLTR,DOC,DOV,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EMR,EOG,EQR,ES,ESS,ETN,ETR,EW,EXC,EXPD,EXPE,F,FAST,FCX,FDX,FE,FFIV,FIS,FISV,FITB,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GOOG,GOOGL,GPC,GRMN,GS,GWW,HAL,HAS,HBAN,HD,HIG,HON,HPQ,HRL,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IQV,IRM,ISRG,ITW,IVZ,J,JCI,JNJ,JPM,KEY,KIM,KKR,KLAC,KMB,KMI,KO,KR,L,LEN,LH,LHX,LIN,LLY,LMT,LOW,LRCX,LUV,LYB,MA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MKC,MLM,MMM,MNST,MO,MOS,MPC,MRK,MRSH,MS,MSCI,MSFT,MSI,MTB,MU,NDAQ,NEE,NEM,NFLX,NI,NKE,NOC,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWSA,NXP,OKE,OMC,ORCL,ORLY,OXY,PAYX,PCAR,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRU,PSA,PSKY,PSX,PTC,PWR,QCOM,REGN,RF,RL,ROK,ROP,ROST,RSG,RTX,RVTY,SBUX,SCHW,SHW,SJM,SLB,SNA,SO,SPG,SPGI,SRE,STT,STX,STZ,SW,SWK,SYK,SYY,T,TAP,TEL,TFC,TGT,TJX,TMO,TPR,TROW,TRV,TSCO,TSN,TT,TXN,TXT,UDR,UHS,UNH,UNP,UPS,URI,USB,V,VLO,VMC,VRSN,VRTX,VTR,VTRS,VZ,WAT,WDC,WEC,WELL,WFC,WM,WMB,WMT,WTW,WY,WYNN,XEL,XOM,XYL,YUM,ZBH,ZTS"
